id,학교명,학급 수,예측 교원 수
329,대구상인초등학교,19.0,32.614999999999995
330,대구새론초등학교,46.0,70.523
331,대구서도초등학교,12.0,22.787
332,대구서동초등학교,43.0,66.311
333,대구서변초등학교,17.0,29.807
334,대구서부초등학교,11.0,21.383
335,대구서재초등학교,28.0,45.251
336,대구서촌초등학교,2.0,8.747
337,대구서평초등학교,3.0,10.151
338,대구선원초등학교,12.0,22.787
339,대구성곡초등학교,13.0,24.191
340,대구성남초등학교,13.0,24.191
341,대구성당초등학교,36.0,56.483
342,대구성동초등학교,62.0,92.987
343,대구성명초등학교,10.0,19.979
344,대구성북초등학교,14.0,25.595
345,대구성산초등학교,17.0,29.807
346,대구성서초등학교,12.0,22.787
347,대구성지초등학교,15.0,26.999
348,대구세천초등학교,55.0,83.15899999999999
349,대구세현초등학교,47.0,71.92699999999999
350,대구송일초등학교,19.0,32.614999999999995
351,대구송정초등학교,34.0,53.675
352,대구송현초등학교,13.0,24.191
353,대구수성초등학교,27.0,43.847
354,대구수창초등학교,13.0,24.191
355,대구숙천초등학교,25.0,41.038999999999994
356,대구시지초등학교,10.0,19.979
357,대구신당초등학교,5.0,12.959
358,대구신매초등학교,23.0,38.231
359,대구신서초등학교,7.0,15.767
360,대구신성초등학교,16.0,28.403
361,대구신암초등학교,28.0,45.251
362,대구신월초등학교,52.0,78.947
363,대구신천초등학교,34.0,53.675
364,대구신흥초등학교,15.0,26.999
365,대구아양초등학교,9.0,18.575
366,대구안일초등학교,24.0,39.635
367,대구연경초등학교,24.0,39.635
368,대구영선초등학교,12.0,22.787
369,대구옥산초등학교,29.0,46.654999999999994
370,대구옥포초등학교,11.0,21.383
371,대구와룡초등학교,19.0,32.614999999999995
372,대구왕선초등학교,28.0,45.251
373,대구용계초등학교,16.0,28.403
374,대구용산초등학교,16.0,28.403
375,대구용전초등학교,15.0,26.999
376,대구용지초등학교,30.0,48.059
377,대구용천초등학교,67.0,100.007
378,대구용호초등학교,17.0,29.807
379,대구욱수초등학교,24.0,39.635
380,대구운암초등학교,23.0,38.231
381,대구월곡초등학교,4.0,11.555
382,대구월배초등학교,20.0,34.019
383,대구월서초등학교,43.0,66.311
384,대구월성초등학교,8.0,17.171
385,대구월암초등학교,52.0,78.947
386,대구월촌초등학교,18.0,31.211
387,대구유가초등학교,68.0,101.411
388,대구유천초등학교,32.0,50.867
389,대구율금초등학교,28.0,45.251
390,대구율원초등학교,35.0,55.079
391,대구율하초등학교,10.0,19.979
392,대구이곡초등학교,16.0,28.403
393,대구이현초등학교,3.0,10.151
394,대구인지초등학교,16.0,28.403
395,대구입석초등학교,10.0,19.979
396,대구장기초등학교,21.0,35.423
397,대구장동초등학교,41.0,63.50299999999999
398,대구장산초등학교,20.0,34.019
399,대구장성초등학교,8.0,17.171
400,대구조암초등학교,24.0,39.635
401,대구조야초등학교,1.0,7.343
402,대구종로초등학교,4.0,11.555
403,대구죽곡초등학교,28.0,45.251
404,대구죽전초등학교,12.0,22.787
405,대구중리초등학교,4.0,11.555
406,대구중앙초등학교,36.0,56.483
407,대구지묘초등학교,10.0,19.979
408,대구지봉초등학교,9.0,18.575
409,대구지산초등학교,9.0,18.575
410,대구진월초등학교,12.0,22.787
411,대구진천초등학교,18.0,31.211
412,대구천내초등학교,6.0,14.363
413,대구청림초등학교,12.0,22.787
414,대구초등학교,13.0,24.191
415,대구칠곡초등학교,21.0,35.423
416,대구칠성초등학교,57.0,85.96699999999998
417,대구침산초등학교,46.0,70.523
418,대구태암초등학교,19.0,32.614999999999995
419,대구태전초등학교,9.0,18.575
420,대구태현초등학교,14.0,25.595
421,대구파동초등학교,11.0,21.383
422,대구파호초등학교,9.0,18.575
423,대구팔공초등학교,14.0,25.595
424,대구팔달초등학교,10.0,19.979
425,대구평리초등학교,38.0,59.291
426,대구포산초등학교,38.0,59.291
427,대구하빈초등학교,2.0,8.747
428,대구학남초등학교,26.0,42.443
429,대구학산초등학교,10.0,19.979
430,대구학정초등학교,24.0,39.635
431,대구한솔초등학교,38.0,59.291
432,대구한실초등학교,26.0,42.443
433,대구함지초등학교,15.0,26.999
434,대구해서초등학교,17.0,29.807
435,대구해안초등학교,4.0,11.555
436,대구현풍초등학교,11.0,21.383
437,대구호산초등학교,12.0,22.787
438,대구화남초등학교,18.0,31.211
439,대구화동초등학교,11.0,21.383
440,대구화원초등학교,16.0,28.403
441,대구황금초등학교,29.0,46.654999999999994
442,대구효동초등학교,3.0,10.151
443,대구효명초등학교,16.0,28.403
444,대구효목초등학교,15.0,26.999
445,대구효신초등학교,7.0,15.767
446,동대구초등학교,26.0,42.443
447,북대구초등학교,17.0,29.807
448,서대구초등학교,6.0,14.363
449,영신초등학교,29.0,46.654999999999994
450,효성초등학교,21.0,35.423
